zone,zone_kind,bin_start,zone_lat,zone_lon,predicted_violations,risk,priority_score,congestion_index,est_capacity_reduction_pct,pcu_load,forecast_window_start
GRID_12.97_77.57,grid,2024-04-09,12.969471065263157,77.56849376842105,0.12008417,Low,0.6,0.8,0.5,0.21,2024-04-09
GRID_12.88_77.55,grid,2024-04-09,12.880947071029567,77.54711268099598,0.14314231,Low,0.6,0.7,0.4,0.17,2024-04-09
GRID_13.07_77.53,grid,2024-04-09,13.068515409523808,77.53032900238095,0.11093125,Low,0.6,0.4,0.2,0.1,2024-04-09
GRID_13.01_77.61,grid,2024-04-09,13.007798290909092,77.61301748636363,0.12286859,Low,0.5,0.5,0.3,0.13,2024-04-09
GRID_13.02_77.71,grid,2024-04-09,13.018578273076923,77.7087775923077,0.12894656,Low,0.5,0.8,0.5,0.19,2024-04-09
GRID_12.98_77.72,grid,2024-04-09,12.979981587891965,77.72068423311185,0.14943354,Low,0.5,1.0,0.6,0.25,2024-04-09
GRID_12.98_77.75,grid,2024-04-09,12.981498013761467,77.75162563486238,0.046899125,Low,0.5,0.3,0.2,0.07,2024-04-09
GRID_12.9_77.59,grid,2024-04-09,12.900358155140188,77.5893464046729,0.060583707,Low,0.5,0.3,0.2,0.07,2024-04-09
GRID_12.95_77.52,grid,2024-04-09,12.950401447580646,77.52206556209678,0.02713116,Low,0.5,0.2,0.1,0.04,2024-04-09
GRID_13.0_77.63,grid,2024-04-09,13.000737005710198,77.62897579377871,0.04464721,Low,0.5,0.2,0.1,0.05,2024-04-09
GRID_13.0_77.72,grid,2024-04-09,13.003173195918366,77.72269496734694,0.041786384,Low,0.5,0.2,0.1,0.06,2024-04-09
GRID_12.96_77.66,grid,2024-04-09,12.959214505632593,77.65791445940911,0.064771794,Low,0.5,0.4,0.2,0.09,2024-04-09
GRID_13.06_77.65,grid,2024-04-09,13.060710087333334,77.65106934933334,0.10646607,Low,0.5,0.4,0.3,0.11,2024-04-09
GRID_13.01_77.68,grid,2024-04-09,13.00520889633658,77.68482692610088,0.036703464,Low,0.5,0.1,0.1,0.04,2024-04-09
GRID_13.01_77.59,grid,2024-04-09,13.007395955932203,77.59271883305084,0.09164847,Low,0.5,0.4,0.2,0.1,2024-04-09
GRID_13.01_77.76,grid,2024-04-09,13.008644508849557,77.75834295398231,0.07183364,Low,0.5,0.3,0.2,0.07,2024-04-09
GRID_13.14_77.62,grid,2024-04-09,13.14355344074074,77.61783713055556,0.07205976,Low,0.5,0.3,0.2,0.07,2024-04-09
GRID_13.0_77.49,grid,2024-04-09,12.999629016326532,77.48872178979592,0.10282724,Low,0.4,0.4,0.2,0.09,2024-04-09
GRID_13.0_77.59,grid,2024-04-09,13.002020390410959,77.59332524931507,0.0667387,Low,0.4,0.3,0.2,0.07,2024-04-09
GRID_13.05_77.54,grid,2024-04-09,13.049494390625,77.5410648953125,0.07930971,Low,0.4,0.4,0.2,0.09,2024-04-09
GRID_13.06_77.47,grid,2024-04-09,13.058073459210528,77.46919384736843,0.08697835,Low,0.4,0.5,0.3,0.12,2024-04-09
GRID_12.87_77.59,grid,2024-04-09,12.872460873251098,77.59402855699064,0.08147544,Low,0.4,0.2,0.1,0.05,2024-04-09
GRID_12.99_77.75,grid,2024-04-09,12.985792170526317,77.74597179999999,0.014965814,Low,0.4,0.1,0.1,0.02,2024-04-09
GRID_13.04_77.63,grid,2024-04-09,13.037026408015038,77.62563403320988,0.04158821,Low,0.4,0.3,0.2,0.07,2024-04-09
GRID_13.03_77.53,grid,2024-04-09,13.032325064257027,77.53337058072289,0.061620492,Low,0.4,0.3,0.2,0.07,2024-04-09
GRID_12.97_77.75,grid,2024-04-09,12.968337573910526,77.74968541019369,0.04460412,Low,0.4,0.3,0.2,0.08,2024-04-09
GRID_12.97_77.6,grid,2024-04-09,12.973189979999999,77.601952114,0.01652663,Low,0.4,0.1,0.0,0.02,2024-04-09
GRID_12.91_77.48,grid,2024-04-09,12.912544038623901,77.48114923643759,0.053126074,Low,0.4,0.3,0.2,0.08,2024-04-09
GRID_12.89_77.6,grid,2024-04-09,12.893183061261261,77.59869527927927,0.03968016,Low,0.4,0.2,0.1,0.04,2024-04-09
GRID_12.9_77.7,grid,2024-04-09,12.903801095017636,77.70387653128162,0.018863572,Low,0.4,0.1,0.0,0.02,2024-04-09
GRID_12.85_77.66,grid,2024-04-09,12.85253908235294,77.6603247,0.013806851,Low,0.4,0.0,0.0,0.01,2024-04-09
GRID_12.98_77.53,grid,2024-04-09,12.982531767311004,77.52925576414667,0.061445896,Low,0.4,0.2,0.1,0.05,2024-04-09
GRID_12.86_77.66,grid,2024-04-09,12.85644436229508,77.66363117540983,0.086697794,Low,0.4,0.7,0.4,0.17,2024-04-09
GRID_13.12_77.62,grid,2024-04-09,13.121431866666667,77.61987350208334,0.029691795,Low,0.4,0.1,0.1,0.04,2024-04-09
GRID_12.89_77.57,grid,2024-04-09,12.891719222222223,77.5690676030303,0.04855058,Low,0.4,0.2,0.1,0.05,2024-04-09
GRID_12.9_77.72,grid,2024-04-09,12.896655932666667,77.720044262,0.03850382,Low,0.4,0.1,0.1,0.03,2024-04-09
GRID_12.91_77.65,grid,2024-04-09,12.911931490825689,77.6506821880734,0.016172731,Low,0.4,0.1,0.0,0.01,2024-04-09
GRID_12.98_77.73,grid,2024-04-09,12.980977414285714,77.72829827142857,0.119919024,Low,0.4,0.5,0.3,0.13,2024-04-09
GRID_13.01_77.63,grid,2024-04-09,13.013028208450704,77.62644398591549,0.025551306,Low,0.3,0.1,0.1,0.03,2024-04-09
GRID_13.02_77.65,grid,2024-04-09,13.020300823421186,77.65060499736974,0.06934488,Low,0.3,0.3,0.2,0.07,2024-04-09
GRID_12.91_77.6,grid,2024-04-09,12.913470892207792,77.60414625974026,0.010154435,Low,0.3,0.0,0.0,0.01,2024-04-09
GRID_12.91_77.54,grid,2024-04-09,12.906078649073521,77.54214782560605,0.05448427,Low,0.3,0.2,0.1,0.06,2024-04-09
GRID_13.02_77.76,grid,2024-04-09,13.017543578378378,77.76195655675676,0.08018021,Low,0.3,0.4,0.2,0.09,2024-04-09
GRID_13.04_77.58,grid,2024-04-09,13.038717738888888,77.57775560185185,0.062020347,Low,0.3,0.2,0.1,0.05,2024-04-09
GRID_13.02_77.66,grid,2024-04-09,13.021367052351103,77.65715162208807,0.0352399,Low,0.3,0.1,0.1,0.03,2024-04-09
GRID_12.99_77.69,grid,2024-04-09,12.989920683976582,77.68945407124016,0.03713783,Low,0.3,0.1,0.1,0.03,2024-04-09
GRID_12.99_77.58,grid,2024-04-09,12.991047903225807,77.5759977935484,0.042643283,Low,0.3,0.1,0.1,0.04,2024-04-09
GRID_12.99_77.51,grid,2024-04-09,12.989304339560439,77.50771355824176,0.032101046,Low,0.3,0.1,0.1,0.03,2024-04-09
GRID_13.04_77.61,grid,2024-04-09,13.041515908108108,77.61341035405405,0.069907986,Low,0.3,0.3,0.2,0.08,2024-04-09
GRID_13.04_77.74,grid,2024-04-09,13.035901494117647,77.73579886862746,0.052246198,Low,0.3,0.3,0.2,0.08,2024-04-09
GRID_12.86_77.59,grid,2024-04-09,12.85751681506402,77.58907648095652,0.059095096,Low,0.3,0.3,0.2,0.07,2024-04-09
GRID_12.99_77.48,grid,2024-04-09,12.985924990721106,77.47878629070175,0.057370976,Low,0.3,0.3,0.2,0.07,2024-04-09
GRID_12.98_77.52,grid,2024-04-09,12.980039327117703,77.51933700320447,0.07949027,Low,0.3,0.4,0.2,0.1,2024-04-09
GRID_12.95_77.65,grid,2024-04-09,12.95255452777265,77.65252573619748,0.083182745,Low,0.3,0.4,0.3,0.11,2024-04-09
GRID_12.95_77.64,grid,2024-04-09,12.952770232,77.64053763800001,0.058525328,Low,0.3,0.3,0.2,0.07,2024-04-09
GRID_13.0_77.66,grid,2024-04-09,13.003420825373135,77.66231537313433,0.026933467,Low,0.3,0.1,0.0,0.02,2024-04-09
GRID_13.05_77.76,grid,2024-04-09,13.054034537878788,77.7624305060606,0.036167454,Low,0.3,0.2,0.1,0.05,2024-04-09
GRID_12.96_77.75,grid,2024-04-09,12.959525433333333,77.74684969500001,0.032764915,Low,0.3,0.2,0.1,0.04,2024-04-09
GRID_12.96_77.64,grid,2024-04-09,12.957854684285714,77.64360748714284,0.032785922,Low,0.3,0.2,0.1,0.04,2024-04-09
GRID_13.06_77.51,grid,2024-04-09,13.056640643055555,77.50733909166667,0.055014938,Low,0.3,0.2,0.1,0.06,2024-04-09
GRID_12.95_77.6,grid,2024-04-09,12.950705005882353,77.59802496764706,0.06552222,Low,0.3,0.2,0.1,0.05,2024-04-09
GRID_12.94_77.53,grid,2024-04-09,12.938722853333333,77.531984556,0.068040356,Low,0.3,0.3,0.2,0.08,2024-04-09
GRID_12.93_77.52,grid,2024-04-09,12.931481857963549,77.5158112656917,0.01749649,Low,0.3,0.1,0.1,0.03,2024-04-09
GRID_13.0_77.76,grid,2024-04-09,13.003076726527182,77.75711186573155,0.051925585,Low,0.3,0.2,0.1,0.06,2024-04-09
GRID_12.88_77.67,grid,2024-04-09,12.87619305,77.671188978125,0.03814894,Low,0.3,0.2,0.1,0.05,2024-04-09
GRID_12.94_77.58,grid,2024-04-09,12.938952723333333,77.58487523666666,0.06966485,Low,0.3,0.2,0.1,0.05,2024-04-09
GRID_12.94_77.54,grid,2024-04-09,12.9359428,77.53664115813953,0.045449916,Low,0.3,0.1,0.1,0.03,2024-04-09
GRID_13.08_77.55,grid,2024-04-09,13.081772723452255,77.54838813573978,0.078263834,Low,0.3,0.4,0.2,0.1,2024-04-09
GRID_13.08_77.56,grid,2024-04-09,13.079626118518517,77.5591943851852,0.08057473,Low,0.3,0.2,0.1,0.06,2024-04-09
GRID_13.08_77.64,grid,2024-04-09,13.083567150847458,77.63748976440678,0.022804134,Low,0.3,0.1,0.1,0.02,2024-04-09
GRID_12.91_77.49,grid,2024-04-09,12.913707493475702,77.48642554406227,0.07009076,Low,0.3,1.2,0.7,0.31,2024-04-09
GRID_12.89_77.66,grid,2024-04-09,12.894190167948661,77.65717693096653,0.059037965,Low,0.3,0.3,0.2,0.06,2024-04-09
GRID_12.94_77.49,grid,2024-04-09,12.938884714666667,77.49299570533333,0.012358719,Low,0.3,0.0,0.0,0.01,2024-04-09
GRID_13.2_77.7,grid,2024-04-09,13.197684744827585,77.7036875724138,0.07962475,Low,0.3,0.3,0.2,0.09,2024-04-09
GRID_13.2_77.71,grid,2024-04-09,13.197340155172414,77.70729611724137,0.062392283,Low,0.3,0.3,0.2,0.07,2024-04-09
GRID_13.15_77.62,grid,2024-04-09,13.14958193125,77.6191705125,0.09106773,Low,0.3,1.0,0.6,0.25,2024-04-09
GRID_12.94_77.56,grid,2024-04-09,12.939965647566185,77.56059371230603,0.013697439,Low,0.2,0.0,0.0,0.01,2024-04-09
GRID_12.95_77.53,grid,2024-04-09,12.947976430303031,77.53362878939394,0.020632299,Low,0.2,0.1,0.1,0.03,2024-04-09
GRID_12.9_77.6,grid,2024-04-09,12.895282174074074,77.59923052839507,0.033251844,Low,0.2,0.1,0.1,0.02,2024-04-09
GRID_13.24_77.71,grid,2024-04-09,13.244505620408162,77.71327729387755,0.022832945,Low,0.2,0.1,0.1,0.03,2024-04-09
GRID_12.9_77.66,grid,2024-04-09,12.900134571794872,77.65976601538462,0.036647122,Low,0.2,0.1,0.1,0.03,2024-04-09
GRID_13.2_77.68,grid,2024-04-09,13.19948992,77.67934608,0.021207504,Low,0.2,0.1,0.1,0.03,2024-04-09
GRID_13.1_77.57,grid,2024-04-09,13.098220407017543,77.57027073859649,0.011945346,Low,0.2,0.0,0.0,0.01,2024-04-09
GRID_12.91_77.53,grid,2024-04-09,12.90775891669538,77.53299172373735,0.029826993,Low,0.2,0.1,0.1,0.03,2024-04-09
GRID_12.81_77.7,grid,2024-04-09,12.806186907142857,77.69885753571428,0.030220049,Low,0.2,0.2,0.1,0.06,2024-04-09
GRID_13.01_77.51,grid,2024-04-09,13.010730074000001,77.506390124,0.0321513,Low,0.2,0.2,0.1,0.05,2024-04-09
GRID_13.01_77.64,grid,2024-04-09,13.00944950952381,77.63830821904762,0.038403988,Low,0.2,0.1,0.1,0.03,2024-04-09
GRID_13.02_77.62,grid,2024-04-09,13.019522700000001,77.618651275,0.061848484,Low,0.2,0.3,0.2,0.08,2024-04-09
GRID_12.99_77.76,grid,2024-04-09,12.993733561904762,77.75734433809524,0.032445226,Low,0.2,0.2,0.1,0.06,2024-04-09
GRID_12.86_77.53,grid,2024-04-09,12.861918386153846,77.53000424307692,0.010785517,Low,0.2,0.0,0.0,0.01,2024-04-09
GRID_12.85_77.59,grid,2024-04-09,12.852023308333335,77.58834785833334,0.03252051,Low,0.2,0.2,0.1,0.04,2024-04-09
GRID_13.03_77.52,grid,2024-04-09,13.026897111111111,77.51933145294117,0.041635387,Low,0.2,0.2,0.1,0.06,2024-04-09
GRID_13.01_77.49,grid,2024-04-09,13.014025631666668,77.49201588666666,0.013683489,Low,0.2,0.1,0.0,0.01,2024-04-09
GRID_12.92_77.5,grid,2024-04-09,12.918121676470589,77.49975779019607,0.011942949,Low,0.2,0.0,0.0,0.01,2024-04-09
GRID_12.92_77.61,grid,2024-04-09,12.922605736666666,77.60966229333333,0.025421327,Low,0.2,0.3,0.2,0.07,2024-04-09
GRID_13.03_77.72,grid,2024-04-09,13.026486195454545,77.72048106136364,0.025048092,Low,0.2,0.1,0.1,0.03,2024-04-09
GRID_12.92_77.63,grid,2024-04-09,12.92004566369854,77.6312558726217,0.025763186,Low,0.2,0.1,0.1,0.03,2024-04-09
GRID_12.88_77.75,grid,2024-04-09,12.883512000851775,77.7522734243868,0.02301897,Low,0.2,0.2,0.1,0.04,2024-04-09
GRID_12.95_77.62,grid,2024-04-09,12.950391864705884,77.6203928372549,0.03431976,Low,0.2,0.1,0.1,0.03,2024-04-09
GRID_12.97_77.56,grid,2024-04-09,12.969078136880748,77.55921288890592,0.02299395,Low,0.2,0.1,0.1,0.02,2024-04-09
GRID_13.05_77.63,grid,2024-04-09,13.047977615957446,77.62877304574468,0.025275068,Low,0.2,0.1,0.0,0.02,2024-04-09
GRID_13.06_77.46,grid,2024-04-09,13.060770322857143,77.46126350571429,0.027049135,Low,0.2,0.1,0.1,0.02,2024-04-09
GRID_12.98_77.51,grid,2024-04-09,12.978851978378378,77.51103640810811,0.02708393,Low,0.2,0.2,0.1,0.05,2024-04-09
GRID_13.05_77.52,grid,2024-04-09,13.04668846497608,77.52143765378706,0.015818352,Low,0.2,0.1,0.0,0.02,2024-04-09
GRID_13.06_77.53,grid,2024-04-09,13.055597753658537,77.53457118780487,0.025268562,Low,0.2,0.1,0.1,0.02,2024-04-09
GRID_12.92_77.69,grid,2024-04-09,12.923178763043477,77.69307462826087,0.015256942,Low,0.2,0.1,0.1,0.02,2024-04-09
GRID_13.07_77.58,grid,2024-04-09,13.068148129545454,77.58147164772727,0.037176542,Low,0.2,0.2,0.1,0.04,2024-04-09
GRID_12.97_77.54,grid,2024-04-09,12.96688442253521,77.54329603943663,0.0074831173,Low,0.2,0.0,0.0,0.0,2024-04-09
GRID_12.96_77.74,grid,2024-04-09,12.95693324137931,77.74018281379311,0.037482176,Low,0.2,0.2,0.1,0.05,2024-04-09
GRID_12.88_77.54,grid,2024-04-09,12.876397178408666,77.54386937380542,0.032163147,Low,0.2,0.2,0.1,0.04,2024-04-09
GRID_12.95_77.54,grid,2024-04-09,12.948924743243243,77.53627235135134,0.037074007,Low,0.2,0.2,0.1,0.06,2024-04-09
GRID_12.95_77.69,grid,2024-04-09,12.950920030555556,77.68925422222223,0.02156748,Low,0.2,0.1,0.1,0.03,2024-04-09
GRID_13.0_77.71,grid,2024-04-09,13.00442156304348,77.7109514173913,0.021466559,Low,0.2,0.1,0.0,0.02,2024-04-09
GRID_13.25_77.72,grid,2024-04-09,13.248486729411765,77.71559784117646,0.04606568,Low,0.2,0.2,0.1,0.04,2024-04-09
GRID_12.88_77.62,grid,2024-04-09,12.876063910869567,77.61686252826087,0.006445629,Low,0.2,0.0,0.0,0.01,2024-04-09
GRID_13.09_77.58,grid,2024-04-09,13.094232646153845,77.5812000076923,0.044536162,Low,0.2,0.1,0.1,0.03,2024-04-09
GRID_12.93_77.59,grid,2024-04-09,12.930219643283582,77.59222739552239,0.03709572,Low,0.2,0.1,0.1,0.02,2024-04-09
GRID_13.11_77.6,grid,2024-04-09,13.107983380952382,77.60266978333333,0.01715515,Low,0.2,0.1,0.0,0.02,2024-04-09
GRID_12.91_77.51,grid,2024-04-09,12.910702030769231,77.51349003076923,0.0065937177,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_13.19_77.69,grid,2024-04-09,13.194750225,77.69061565,0.019691829,Low,0.1,0.1,0.1,0.02,2024-04-09
GRID_13.19_77.64,grid,2024-04-09,13.188208571428572,77.64311277142858,0.005477813,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_13.0_77.52,grid,2024-04-09,12.998770103333333,77.52398221333333,0.014631934,Low,0.1,0.1,0.1,0.03,2024-04-09
GRID_13.19_77.7,grid,2024-04-09,13.194268742857144,77.69883155000001,0.028579554,Low,0.1,0.1,0.1,0.03,2024-04-09
GRID_12.89_77.74,grid,2024-04-09,12.887301800470926,77.7384566051744,0.022679351,Low,0.1,0.2,0.1,0.05,2024-04-09
GRID_12.89_77.67,grid,2024-04-09,12.889964105857048,77.66990483920546,0.02325925,Low,0.1,0.2,0.1,0.04,2024-04-09
GRID_13.11_77.58,grid,2024-04-09,13.112243488888888,77.57976052222222,0.014466861,Low,0.1,0.1,0.0,0.02,2024-04-09
GRID_12.89_77.61,grid,2024-04-09,12.89145265,77.6086065,0.023304362,Low,0.1,0.1,0.1,0.03,2024-04-09
GRID_12.89_77.63,grid,2024-04-09,12.892080142857143,77.63138413571428,0.014075636,Low,0.1,0.1,0.0,0.02,2024-04-09
GRID_13.09_77.6,grid,2024-04-09,13.093661038461537,77.5976898076923,0.027952788,Low,0.1,0.1,0.1,0.03,2024-04-09
GRID_12.92_77.74,grid,2024-04-09,12.920789169230769,77.73642416153847,0.0049755787,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_13.0_77.54,grid,2024-04-09,13.00049922424088,77.53638290196052,0.025034785,Low,0.1,0.1,0.1,0.03,2024-04-09
GRID_13.09_77.64,grid,2024-04-09,13.087477931578947,77.63524517894737,0.01700265,Low,0.1,0.1,0.0,0.01,2024-04-09
GRID_12.93_77.57,grid,2024-04-09,12.929342117647058,77.56758508235295,0.006202447,Low,0.1,0.0,0.0,0.0,2024-04-09
GRID_13.09_77.49,grid,2024-04-09,13.085736966666667,77.48699253809524,0.0139972465,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_12.94_77.71,grid,2024-04-09,12.936081300000001,77.70579434999999,0.0108508235,Low,0.1,0.1,0.0,0.02,2024-04-09
GRID_12.95_77.5,grid,2024-04-09,12.948410844710398,77.49775182757743,0.015557146,Low,0.1,0.1,0.0,0.01,2024-04-09
GRID_13.08_77.5,grid,2024-04-09,13.080265966666667,77.50247728333333,0.02081807,Low,0.1,0.1,0.1,0.04,2024-04-09
GRID_13.08_77.63,grid,2024-04-09,13.081912705555556,77.63434393888889,0.006134336,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_12.95_77.49,grid,2024-04-09,12.947569285714286,77.48842769285714,0.0071725072,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_12.94_77.61,grid,2024-04-09,12.940250714285714,77.61134672142857,0.025884753,Low,0.1,0.1,0.1,0.04,2024-04-09
GRID_12.94_77.55,grid,2024-04-09,12.94005902,77.55048685714286,0.0075345724,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_12.86_77.67,grid,2024-04-09,12.857247927272727,77.66869594545454,0.0058486923,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_13.05_77.62,grid,2024-04-09,13.05278066,77.62071459,0.00844663,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_13.05_77.65,grid,2024-04-09,13.05201485625,77.6460451,0.008927236,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_12.87_77.53,grid,2024-04-09,12.866388935714285,77.53445340714286,0.025494551,Low,0.1,0.1,0.1,0.03,2024-04-09
GRID_13.06_77.57,grid,2024-04-09,13.063651941666668,77.57210118333333,0.034219302,Low,0.1,0.2,0.1,0.04,2024-04-09
GRID_12.96_77.69,grid,2024-04-09,12.95581501585198,77.69259211574789,0.008145956,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_12.92_77.7,grid,2024-04-09,12.916825486956522,77.69813424782609,0.01890607,Low,0.1,0.1,0.0,0.02,2024-04-09
GRID_12.92_77.68,grid,2024-04-09,12.923370205882353,77.67607191764706,0.0071120053,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_12.88_77.61,grid,2024-04-09,12.8801837,77.61058101904761,0.0026621143,Low,0.1,0.0,0.0,0.0,2024-04-09
GRID_12.93_77.51,grid,2024-04-09,12.932196991771278,77.51270247897801,0.0043010754,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_13.07_77.5,grid,2024-04-09,13.070675085714285,77.50353015714286,0.0037978238,Low,0.1,0.0,0.0,0.0,2024-04-09
GRID_12.96_77.6,grid,2024-04-09,12.964484370000001,77.60435016,0.016525581,Low,0.1,0.1,0.1,0.03,2024-04-09
GRID_12.95_77.74,grid,2024-04-09,12.953994269230769,77.74444046153846,0.0071713105,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_12.96_77.5,grid,2024-04-09,12.961529289999998,77.503215895,0.0037393363,Low,0.1,0.0,0.0,0.0,2024-04-09
GRID_12.95_77.56,grid,2024-04-09,12.947954115789473,77.56057449473684,0.0067383195,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_12.97_77.5,grid,2024-04-09,12.969020283333334,77.4992535125,0.008353631,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_12.92_77.66,grid,2024-04-09,12.92166226140624,77.66189590433258,0.006777404,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_13.07_77.45,grid,2024-04-09,13.067810025,77.44944453,0.013146927,Low,0.1,0.1,0.0,0.02,2024-04-09
GRID_13.06_77.76,grid,2024-04-09,13.055179623999999,77.764519272,0.008000835,Low,0.1,0.0,0.0,0.0,2024-04-09
GRID_13.07_77.57,grid,2024-04-09,13.067859961111111,77.57079690555555,0.005422787,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_12.98_77.68,grid,2024-04-09,12.983322804,77.67988701600001,0.012269994,Low,0.1,0.1,0.0,0.02,2024-04-09
GRID_12.98_77.77,grid,2024-04-09,12.9834622125,77.768348675,0.007416451,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_12.87_77.57,grid,2024-04-09,12.872336268181819,77.56720350454545,0.014428488,Low,0.1,0.1,0.0,0.02,2024-04-09
GRID_12.99_77.47,grid,2024-04-09,12.988482504761905,77.47298836190477,0.0056432737,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_12.99_77.49,grid,2024-04-09,12.986475319354838,77.48864053548387,0.0090655545,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_12.84_77.66,grid,2024-04-09,12.840699553333334,77.66263480666666,0.0047305627,Low,0.1,0.0,0.0,0.0,2024-04-09
GRID_12.98_77.54,grid,2024-04-09,12.980938809804538,77.536348825219,0.008168681,Low,0.1,0.1,0.0,0.01,2024-04-09
GRID_12.92_77.54,grid,2024-04-09,12.919249804255818,77.54210911181084,0.0069184457,Low,0.1,0.1,0.0,0.01,2024-04-09
GRID_13.04_77.55,grid,2024-04-09,13.043196590909092,77.55225407727272,0.010633772,Low,0.1,0.1,0.0,0.01,2024-04-09
GRID_13.04_77.56,grid,2024-04-09,13.039630500000001,77.55911337647059,0.005220427,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_12.98_77.57,grid,2024-04-09,12.983670052173913,77.56788374347826,0.020980148,Low,0.1,0.1,0.1,0.02,2024-04-09
GRID_12.92_77.62,grid,2024-04-09,12.916724504,77.623502632,0.02532225,Low,0.1,0.1,0.1,0.03,2024-04-09
GRID_13.03_77.55,grid,2024-04-09,13.028812605263157,77.54985778421053,0.0066955327,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_13.03_77.66,grid,2024-04-09,13.02816183685021,77.66302306450518,0.010550642,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_13.03_77.64,grid,2024-04-09,13.030843645454546,77.63760115000001,0.016149411,Low,0.1,0.1,0.0,0.02,2024-04-09
GRID_13.03_77.61,grid,2024-04-09,13.027443466666668,77.61051436666666,0.030493129,Low,0.1,0.1,0.1,0.03,2024-04-09
GRID_12.99_77.63,grid,2024-04-09,12.99430303573944,77.62801216353793,0.015270917,Low,0.1,0.1,0.0,0.02,2024-04-09
GRID_12.99_77.53,grid,2024-04-09,12.9858642705736,77.52702822414396,0.00767161,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_13.04_77.54,grid,2024-04-09,13.037680607692307,77.53550968076924,0.011505078,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_13.03_77.73,grid,2024-04-09,13.03442435862069,77.73378337931034,0.011387736,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_12.92_77.52,grid,2024-04-09,12.918550291666667,77.519967225,0.008131721,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_12.92_77.59,grid,2024-04-09,12.921751193333334,77.58583610000001,0.003088597,Low,0.1,0.0,0.0,0.0,2024-04-09
GRID_12.92_77.57,grid,2024-04-09,12.917744450072549,77.57044981876665,0.021866105,Low,0.1,0.1,0.1,0.03,2024-04-09
GRID_12.9_77.62,grid,2024-04-09,12.901462135161262,77.62296443839071,0.00486601,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_13.02_77.68,grid,2024-04-09,13.021293980600309,77.678451684,0.012432122,Low,0.1,0.1,0.0,0.02,2024-04-09
GRID_13.02_77.7,grid,2024-04-09,13.019017966666667,77.70327020606061,0.010604035,Low,0.1,0.1,0.0,0.01,2024-04-09
GRID_13.03_77.51,grid,2024-04-09,13.02768305625,77.51170503541667,0.030548671,Low,0.1,0.2,0.1,0.04,2024-04-09
GRID_13.01_77.65,grid,2024-04-09,13.012424333333334,77.64761071111111,0.021552337,Low,0.1,0.1,0.1,0.02,2024-04-09
GRID_13.01_77.48,grid,2024-04-09,13.008380247368422,77.48426412105263,0.010823276,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_12.9_77.71,grid,2024-04-09,12.901306787096773,77.70898097419355,0.0034395216,Low,0.1,0.0,0.0,0.0,2024-04-09
GRID_13.01_77.6,grid,2024-04-09,13.010869284210527,77.59516337894738,0.010823276,Low,0.1,0.0,0.0,0.01,2024-04-09
GRID_13.01_77.5,grid,2024-04-09,13.012190075,77.50482872500001,0.019691829,Low,0.1,0.1,0.1,0.03,2024-04-09
GRID_12.9_77.61,grid,2024-04-09,12.898062058823529,77.60645880588235,0.013668783,Low,0.1,0.1,0.1,0.02,2024-04-09
GRID_12.9_77.57,grid,2024-04-09,12.897539490123751,77.5711119340369,0.012961587,Low,0.1,0.1,0.0,0.02,2024-04-09
GRID_12.9_77.51,grid,2024-04-09,12.904153025,77.51204185,0.02925437,Low,0.1,0.2,0.1,0.05,2024-04-09
GRID_12.91_77.67,grid,2024-04-09,12.913819388,77.66657518400001,0.0040787896,Low,0.1,0.0,0.0,0.0,2024-04-09
GRID_13.2_77.69,grid,2024-04-09,13.19841726,77.68934537999999,0.013347441,Low,0.1,0.1,0.0,0.01,2024-04-09
GRID_13.02_77.6,grid,2024-04-09,13.02159761923077,77.59920213461538,0.008900446,Low,0.1,0.0,0.0,0.01,2024-04-09
